title,directedBy,starring,imdbId,item_id
Cops and Robbersons (1994),Michael Ritchie,"Chevy Chase, Robert Davi, Jack Palance, Dianne Wiest",0109480,437
Demolition Man (1993),Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt, Bob Gunton, Glenn Shadix, Denis Leary, Jack Black, Jesse Ventura, Adrienne Barbeau, Rob Schneider",0106697,442
"Endless Summer 2, The (1994)",Bruce Brown,"Bruce Brown, Robert 'Wingnut' Weaver, Patrick O'Connell",0109729,443
Farewell My Concubine (Ba wang bie ji) (1993),Chen Kaige,"Leslie Cheung, Gong Li, Zhang Fengyi",0106332,446
"Favor, The (1994)",Donald Petrie,"Brad Pitt, Bill Pullman, Harley Jane Kozak, Elizabeth McGovern",0109783,447
Fearless (1993),Peter Weir,"Jeff Bridges, Tom Hulce, Rosie Perez, Isabella Rossellini, John Turturro",0106881,448
With Honors (1994),Alek Keshishian,"Patrick Dempsey, Brendan Fraser, Joe Pesci, Moira Kelly",0111732,450
"Firm, The (1993)",Sydney Pollack,"Tom Cruise, Gene Hackman, Hal Holbrook, Jeanne Tripplehorn",0106918,454
Free Willy (1993),Simon Wincer,"Jason James Richter,August Schellenberg,Jayne Atkinson,Lori Petty,Michael Madsen,Michael Ironside,Richard Riehle,Mykelti Williamson,Michael Bacall,Danielle Harris",0106965,455
Fresh (1994),Boaz Yakin,"Giancarlo Esposito, Samuel L. Jackson, Sean Nelson, N'Bushe Wright",0109842,456
Geronimo: An American Legend (1993),Walter Hill,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi, Matt Damon, Stephen McHattie, Mark Boone Junior, M.C. Gainey, Scott Wilson",0107004,458
Getting Even with Dad (1994),Howard Deutch,"Macaulay Culkin, Ted Danson, Saul Rubinek, Glenne Headly",0109891,460
Go Fish (1994),Rose Troche,"V.S. Brodie, T. Wendy McMillan, Anastasia Sharp, Guinevere Turner",0109913,461
Heaven & Earth (1993),Oliver Stone,"Haing S. Ngor, Supak Pititam, Joan Chen, Bussaro Sanruck",0107096,465
Hot Shots! Part Deux (1993),Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Miguel Ferrer, Rowan Atkinson, Mitch Ryan, Michael Colyar, Ryan Stiles, Bob Vila, James Lew, Gerald Okamura, Shaun Toub, Andreas Katsulas, Clyde Kusatsu, Martin Sheen",0107144,466
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice, Ian Hart",0112966,468
"House of the Spirits, The (1993)",Bille August,"Jeremy Irons, Glenn Close, Winona Ryder, Meryl Streep, Antonio Banderas",0107151,469
"Hudsucker Proxy, The (1994)",Joel Coen,"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning",0110074,471
In the Army Now (1994),Daniel Petrie Jr.,"Andy Dick, David Alan Grier, Pauly Shore, Lori Petty",0110123,473
In the Line of Fire (1993),Wolfgang Petersen,"Clint Eastwood, John Malkovich, Dylan McDermott, Rene Russo",0107206,474
Jimmy Hollywood (1994),Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe,",0110197,478
Jurassic Park (1993),Steven Spielberg,"Richard Attenborough, Jeff Goldblum, Sam Neill, Laura Dern",0107290,480
Kalifornia (1993),Dominic Sena,"David Duchovny, Brad Pitt, Michelle Forbes, Juliette Lewis",0107302,481
Lassie (1994),Daniel Petrie,"Frederic Forrest, Tom Guiry, Jon Tenney, Helen Slater",0110305,484
Last Action Hero (1993),John McTiernan,"F. Murray Abraham, Art Carney, Charles Dance, Austin O'Brien, Arnold Schwarzenegger",0107362,485
Malice (1993),Harold Becker,"Alec Baldwin, Bill Pullman, Nicole Kidman, Bebe Neuwirth",0107497,490
Manhattan Murder Mystery (1993),Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen, Ron Rifkin, Joy Behar, William Addy, John Doumanian, Sylvia Kauders, Ira Wheeler, Alan Alda, Anjelica Huston, Zach Braff, Aida Turturro",0107507,492
Menace II Society (1993),"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, Toshi Toda, Samuel L. Jackson, Glenn Plummer, Khandi Alexander, Jada Pinkett Smith, Pooh Man, MC Eiht, Vonte Sweet, Clifton Powell, Too $hort, Dave Kirsch, Bill Duke, Charles S. Dutton, Clifton Collins Jr.",0107554,493
Executive Decision (1996),Stuart Baird,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo, Oliver Platt, Joe Morton, B.D. Wong, Len Cariou, Andreas Katsulas, J.T. Walsh, Ken Jenkins, Richard Riehle, Ahmed Ahmed, Shaun Toub, David Suchet, Ray Baker, Michael Milhoan, Yvonne Zima, Marianne Muellerleile, Juan Fernández, ",0116253,494
Much Ado About Nothing (1993),Kenneth Branagh,"Kenneth Branagh, Emma Thompson, Richard Briers, Robert Sean Leonard, Keanu Reeves, Kate Beckinsale, Denzel Washington, Michael Keaton, Brian Blessed, Imelda Staunton",0107616,497
Naked (1993),Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell, Claire Skinner",0107653,501
North (1994),Rob Reiner,"Jason Alexander, Marc Shaiman, Elijah Wood, Julia Louis-Dreyfus, Bruce Willis",0110687,505
Orlando (1992),Sally Potter,"Tilda Swinton, Quentin Crisp, Jimmy Sommerville, John Bott, Elaine Banham",0107756,506
"Perfect World, A (1993)",Clint Eastwood,"Kevin Costner, Clint Eastwood, T.J. Lowther, Laura Dern",0107808,507
"Piano, The (1993)",Jane Campion,"Harvey Keitel, Sam Neill, Holly Hunter, Anna Paquin",0107822,509
"Program, The (1993)",David S. Ward,"James Caan, Halle Berry, Omar Epps, Craig Sheffer, Kristy Swanson, Abraham Benrubi, Joey Lauren Adams, Chris Berman, Rhoda Griffis",0107889,511
"Ref, The (1994)",Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr., Glynis Johns, Raymond J. Barry, Christine Baranski, Adam LeFevre, J.K. Simmons, Arthur J. Nascarella, Vincent Pastore, B.D. Wong",0110955,514
Rising Sun (1993),Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa, Mako, Ray Wise, Stan Egi, Stan Shaw, Tia Carrere, Steve Buscemi, Tatjana Patitz, Sam Lloyd, Daniel von Bargen, Amy Hill, Clyde Kusatsu, Tamara Tunie, John Koyama, Leo Lee",0107969,517
"Road to Wellville, The (1994)",Alan Parker,"Matthew Broderick, John Cusack, Anthony Hopkins, Bridget Fonda",0111001,518
Romeo Is Bleeding (1993),Peter Medak,"Gary Oldman, Juliette Lewis, Lena Olin, Annabella Sciorra",0107983,521
Romper Stomper (1992),Geoffrey Wright,"Russell Crowe, Daniel Pollock, Alex Scott, Jacqueline McKenzie",0105275,522
Ruby in Paradise (1993),Victor Nunez,"Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean",0108000,523
Schindler's List (1993),Steven Spielberg,"Ralph Fiennes, Ben Kingsley, Liam Neeson, Caroline Goodall, Jonathan Sagall, Embeth Davidtz",0108052,527
"Secret Garden, The (1993)",Agnieszka Holland,"Andrew Knott, Heydon Prowse, Kate Maberly, Maggie Smith",0108071,531
"Shadow, The (1994)",Russell Mulcahy,"Alec Baldwin, Peter Boyle, John Lone, Penelope Ann Miller",0111143,533
Sirens (1994),John Duigan,"Hugh Grant, Sam Neill, Tara Fitzgerald, Elle Macpherson",0111201,537
Blade Runner (1982),Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, Daryl Hannah",0083658,541
So I Married an Axe Murderer (1993),Thomas Schlamme,"Anthony LaPaglia, Mike Myers, Amanda Plummer, Nancy Travis",0108174,543
Striking Distance (1993),Rowdy Herrington,"Dennis Farina, Tom Sizemore, Bruce Willis, Sarah Jessica Parker",0108238,544
Super Mario Bros. (1993),Annabel Jankel,"Dennis Hopper, Bob Hoskins, John Leguizamo, Samantha Mathis",0108255,546
Surviving the Game (1994),Ernest R. Dickerson,"Gary Busey, Charles Dutton, Rutger Hauer, Ice-T ",0111323,547
Terminal Velocity (1994),Deran Sarafian,"James Gandolfini, Christopher McDonald, Charlie Sheen, Nastassja Kinski",0111400,548
"Nightmare Before Christmas, The (1993)",Henry Selick,"Danny Elfman, William Hickey, Chris Sarandon, Catherine O'Hara",0107688,551
True Romance (1993),Tony Scott,"Dennis Hopper, Val Kilmer, Christian Slater, Patricia Arquette, Gary Oldman, Brad Pitt, Christopher Walken, Samuel L. Jackson, Michael Rapaport, Saul Rubinek, James Gandolfini",0108399,555
Little Big League (1994),Andrew Scheinman,"John Ashton, Timothy Busfield, Luke Edwards, Ashley Crow, Dennis Farina, Jason Robards",0110363,569
"Little Rascals, The (1994)",Penelope Spheeris,"Bug Hall, Travis Tedford, Kevin Jamal Woods, Brittany Ashton Holmes",0110366,575
Andre (1994),George Miller,"Keith Carradine, Joshua Jackson, Chelsea Field, Tina Majorino",0109120,577
"Celluloid Closet, The (1995)","Rob Epstein, Jeffrey Friedman","Lily Tomlin, Tony Curtis, Susie Bright, Arthur Laurents, Armistead Maupin, Gore Vidal",0112651,581
"Brady Bunch Movie, The (1995)",Betty Thomas,"Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes, Jennifer Elise Cox, Paul Sutera, Olivia Hack, David Graf, Florence Henderson, Jack Noseworthy, Megan Ward, Jean Smart, Michael McKean, Marissa Ribisi, Steven Gilborn, James Avery, David Proval, Darion Basco, David Leisure, Archie Hahn, Barry Williams, RuPaul, Ann B. Davis, Davy Jones, Micky Dolenz, Peter Tork, Jennifer Blanc, Tamara Mello, Christopher Knight, Reni Santoni",0112572,585
Home Alone (1990),Chris Columbus,"Macaulay Culkin, John Heard, Joe Pesci, Daniel Stern, Catherine O'Hara",0099785,586
Ghost (1990),Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli, Stephen Root",0099653,587
Dances with Wolves (1990),Kevin Costner,"Kevin Costner, Rodney A. Grant, Graham Greene, Mary McDonnell",0099348,590
"Silence of the Lambs, The (1991)",Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn, Anthony Heald, Ted Levine",0102926,593
Beauty and the Beast (1991),Gary Trousdale,"Robby Benson, Jerry Orbach, Richard White, Paige O'Hara",0101414,595
Pinocchio (1940),"Hamilton Luske, Ben Sharpsteen","Dickie Jones, Christian Rub, Cliff Edwards, Mel Blanc, Evelyn Venable",0032910,596
Pretty Woman (1990),Garry Marshall,"Julia Roberts, Richard Gere, Jason Alexander, Ralph Bellamy, Hector Elizondo",0100405,597
Window to Paris (Okno v Parizh) (1994),Yuri Mamin,"Sergei Dontsov, Viktor Mikhajlov, Agnès Soral",0110719,598
"Bye Bye, Love (1995)",Sam Weisman,"Matthew Modine, Randy Quaid, Paul Reiser, Janeane Garofalo, Amy Brenneman, Eliza Dushku, Lindsay Crouse, Rob Reiner, Danny Masterson, Jack Black",0112606,603
One Fine Day (1996),Michael Hoffman,"George Clooney, Alex D. Linz, Michelle Pfeiffer, Mae Whitman",0117247,605
Candyman: Farewell to the Flesh (1995),Bill Condon,"Tony Todd, Bill Nunn, William O'Leary, Kelly Rowan, Matt Clark",0112625,606
Fargo (1996),"Joel Coen, Ethan Coen","William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare, Harve Presnell, Patrice Chéreau, Julien Temple",0116282,608
Heavy Metal (1981),Gerald Potterton,"John Candy, Jackie Burroughs, Joe Flaherty, Martin Lavut, Eugene Levy, Alice Playten, Harold Ramis, August Schellenberg, Richard Romanus, John Vernon",0082509,610
Hellraiser: Bloodline (1996),Joe Chappelle,"Doug Bradley, Bruce Ramsay, Charlotte Chatton, Kim Myers, Valentina Vargas",0116514,611
Jane Eyre (1996),Franco Zeffirelli,"Sasha Graff, Nic Knight, Nicola Howard, Anna Paquin, Fiona Shaw, John Wood, Geraldine Chaplin, Amanda Root, Leanne Rowe, Charlotte Gainsbourg, Richard Warwick, Judith Parker, Joan Plowright, William Hurt, Elle Macpherson, Maria Schneider",0116684,613
"Aristocats, The (1970)",Wolfgang Reitherman,"Scatman Crothers, Phil Harris, Sterling Holloway, Eva Gabor",0065421,616
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Werner Herzog,"Vittorio Mezzogiorno, Mathilda May, Stefan Glowacz",0102855,620
Primal Fear (1996),Gregory Hoblit,"Richard Gere, Edward Norton, John Mahoney, Laura Linney",0117381,628
Theodore Rex (1995),Jonathan R. Betuel,"Bud Cort, Armin Mueller-Stahl, Whoopi Goldberg, Juliet Landau",0114658,634
Sgt. Bilko (1996),Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly, Daryl Mitchell, Max Casella, Eric Edwards, John Marshall Jones, Pamela Adlon, Austin Pendleton, Chris Rock, Debra Jo Rupp, Richard Herd, Dale Dye, Rance Howard, Travis Tritt, Reno Wilson, Clifton Collins Jr.",0117608,637
Diabolique (1996),Jeremiah S. Chechik,"Chazz Palminteri, Isabelle Adjani, Kathy Bates, Sharon Stone",0116095,640
"Little Indian, Big City (Un indien dans la ville) (1994)",Hervé Palud,"Thierry Lhermitte, Patrick Timsit, Ludwig Briand, Miou-Miou, Arielle Dombasle, Tolsty",0111543,641
Courage Under Fire (1996),Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty, Matt Damon, Bronson Pinchot, Regina Taylor, Zeljko Ivanek, Scott Glenn, Sean Astin, Mark Adair-Rios, Sean Patrick Thomas, Ken Jenkins, Michole Briana White, Bruce McGill, Albert Hall, Diane Baker",0115956,647
Mission: Impossible (1996),Brian De Palma,"Tom Cruise, Henry Czerny, Jon Voight, Emmanuelle Béart, Jean Reno, Ving Rhames, Kristin Scott Thomas, Vanessa Redgrave",0117060,648
Moll Flanders (1996),Pen Densham,"Morgan Freeman, John Lynch, Stockard Channing, Aisling Corcoran, Robin Wright Penn",0117071,650
Dragonheart (1996),Rob Cohen,"Dennis Quaid, David Thewlis, Sean Connery, Dina Meyer, Pete Postlethwaite, Jason Isaacs",0116136,653
Eddie (1996),Steve Rash,"Whoopi Goldberg,Frank Langella,Dennis Farina,Richard Jenkins,Lisa Ann Walter,John Benjamin Hickey,Troy Byer,John Salley,Rick Fox,Aasif Mandvi,Johnny Williams,Isiah Whitlock Jr.,Gary Payton,George Gore II,Alexandra Adi,Steve Coulter,Marc Blucas",0116168,656
Yankee Zulu (1994),Gray Hofmeyr,"Wilson Dunster, John Matshikiza, Leon Schuster, Terri Treas",0111787,657
James and the Giant Peach (1996),Henry Selick,"Simon Callow, Richard Dreyfuss, Susan Sarandon, Jane Leeves, Joanna Lumley",0116683,661
Fear (1996),James Foley,"William Petersen, Reese Witherspoon, Mark Wahlberg, Alyssa Milano, Amy Brenneman",0116287,662
Underground (1995),Emir Kusturica,"Miki Manojlovic, Lazar Ristovski, Slavko Stimac, Mirjana Jokovic",0114787,665
"World of Apu, The (Apur Sansar) (1959)",Satyajit Ray,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee, Dhiresh Majumdar",0052572,670
Mystery Science Theater 3000: The Movie (1996),Jim Mallon,"Trace Beaulieu, Jim Mallon, Kevin Murphy, Michael J. Nelson",0117128,671
Space Jam (1996),Joe Pytka,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington,",0117705,673
Some Folks Call It a Sling Blade (1993),George Hickenlooper,"Billy Bob Thornton, Molly Ringwald, J.T. Walsh, Jefferson Mays, Suzanne Cryer",0108181,678
Operation Dumbo Drop (1995),Simon Wincer,"Doug E. Doug, Danny Glover, Denis Leary, Ray Liotta",0114048,688
Solo (1996),Norberto Barba,"Barry Corbin, Jaime Gomez, William Sadler, Mario Van Peebles",0117688,692
"Substitute, The (1996)",Robert Mandel,"Tom Berenger, Raymond Cruz, William Forsythe, Luis Guzmán",0117774,694
"Quest, The (1996)",Jean-Claude Van Damme,"Jean-Claude Van Damme, Roger Moore, James Remar",0117420,704
Flipper (1996),Alan Shapiro,"Jonathan Banks, Robert Deacon, Paul Hogan, Elijah Wood",0116322,711
Dead Man (1995),Jim Jarmusch,"Johnny Depp, Gary Farmer, Lance Henriksen, Michael Wincott",0112817,714
"Visitors, The (Visiteurs, Les) (1993)",Jean-Marie Poiré,"Christian Clavier, Jean Reno, Valérie Lemercier, Marie-Anne Chazel, Christian Bujeau",0108500,718
Two Friends (1986),Jane Campion,"Peter Hehir, Kris Bidenko, Emma Coles, Kris McQuade",0092123,723
"Craft, The (1996)",Andrew Fleming,"Fairuza Balk, Neve Campbell, Rachel True, Robin Tunney, Skeet Ulrich",0115963,724
"Great White Hype, The (1996)",Reginald Hudlin,"Peter Berg, Jeff Goldblum, Samuel L. Jackson",0116448,725
"Rock, The (1996)",Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer, David Morse, William Forsythe, Michael Biehn, Vanessa Marcil, John C. McGinley, Tony Todd, Bokeem Woodbine, Steve Harris, Danny Nucci, Claire Forlani, Todd Louiso, David Bowe, Willie Garson, Anthony Clark, Raymond O'Connor, James Caviezel, Buck Kartalian, Stanley Anderson, Xander Berkeley, Raymond Cruz, Philip Baker Hall, Stuart Wilson",0117500,733
Cemetery Man (Dellamorte Dellamore) (1994),Michele Soavi,"Rupert Everett, François Hadji-Lazaro, Anna Falchi, Mickey Knox, Fabiana Formica",0109592,735
Twister (1996),Jan de Bont,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz, Philip Seymour Hoffman, Lois Smith, Alan Ruck",0117998,736
"Garçu, Le (1995)",Maurice Pialat,"Gérard Depardieu, Géraldine Pailhas, Antoine Pialat, Dominique Rocheteau, Fabienne Babe, Elisabeth Depardieu",0113145,738
Ghost in the Shell (Kôkaku kidôtai) (1995),Mamoru Oshii,"Atsuko Tanaka, Akio Ôtsuka, Tamio Ôki, Iemasa Kayumi, Kôichi Yamadera",0113568,741
Thinner (1996),Tom Holland,"Robert John Burke, Michael Constantine, Joe Mantegna, Lucinda Jenney",0117894,742
"Month by the Lake, A (1995)",John Irvin,"Edward Fox, Vanessa Redgrave, Uma Thurman, Alida Valli",0113849,753
Ashes of Time (Dung che sai duk) (1994),Wong Kar-wai,"Brigitte Lin, Leslie Cheung, Maggie Cheung, Tony Leung Chiu Wai, Jacky Cheung",0109688,757
Stalingrad (1993),Joseph Vilsmaier,"Thomas Kretschmann, Jochen Nickel, Martin Benrath, Dominique Horwitz, Sebastian Rudolph, Dana Vávrová",0108211,760
"Phantom, The (1996)",Simon Wincer,"Treat Williams, Billy Zane, Kristy Swanson, Catherine Zeta-Jones, Cary-Hiroyuki Tagawa, James Remar",0117331,761
Striptease (1996),Andrew Bergman,"Armand Assante, Burt Reynolds, Ving Rhames, Demi Moore",0117765,762
Trainspotting (1996),Danny Boyle,"Ewan McGregor, Jonny Lee Miller, Ewen Bremner, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan",0117951,778
Stealing Beauty (1996),Bernardo Bertolucci,"Joseph Fiennes, Jeremy Irons, Sinéad Cusack, Liv Tyler, Rachel Weisz",0117737,781
"Fan, The (1996)",Tony Scott,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo, Benicio Del Toro, M.C. Gainey, Aaron Neville, Jack Black, ",0116277,782
"Cable Guy, The (1996)",Ben Stiller,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black, George Segal, Diane Baker, Ben Stiller, Eric Roberts, Janeane Garofalo, Andy Dick, David Cross, Owen Wilson, Tommy Hinkley, Joel Murray, Kathy Griffin, Aki Aleong, Sean Whalen, Christopher Michael, Emilio Rivera, Bob Odenkirk, Annabelle Gurwitch, Blake Boyd, Christine Devine, Mark Thompson, Kyle Gass, David Bowe, Alex D. Linz",0115798,784
"Nutty Professor, The (1996)",Tom Shadyac,"James Coburn, Larry Miller, Eddie Murphy, Jada Pinkett Smith",0117218,788
"Frighteners, The (1996)",Peter Jackson,"John Astin, Peter Dobson, Michael J. Fox, Trini Alvarado, Jeffrey Combs",0116365,799
Harriet the Spy (1996),Bronwen Hughes,"Gregory Smith, Vanessa Lee Chester, Rosie O'Donnell, Michelle Trachtenberg",0116493,801
Phenomenon (1996),Jon Turteltaub,"Robert Duvall, John Travolta, Forest Whitaker, Kyra Sedgwick",0117333,802
She's the One (1996),Edward Burns,"Edward Burns, Mike McGlone, Jennifer Aniston, Maxine Bahns",0117628,804
Fled (1996),Kevin Hooks,"Stephen Baldwin, Robert John Burke, Laurence Fishburne, Will Patton",0116320,809
Larger Than Life (1996),Howard Franklin,"Jerry Adler, Richie Allan, Richard Alan Baker, Bill Murray",0116823,813
"Very Brady Sequel, A (1996)",Arlene Sanford,"Shelley Long, Gary Cole, Tim Matheson, Christine Taylor, Jennifer Elise Cox, Olivia Hack, Steven Gilborn, RuPaul, Bodhi Elfman, Richard Belzer, Connie Ray, Zsa Zsa Gabor, Barbara Eden, Rosie O'Donnell, David Spade",0118073,818
"Collector, The (La collectionneuse) (1967)",Eric Rohmer,"Patrick Bauchau, Alain Jouffroy, Daniel Pommereulle, Haydée Politoff",0061495,823
"Adventures of Pinocchio, The (1996)",Steve Barron,"Udo Kier, Martin Landau, Jonathan Taylor Thomas, Geneviève Bujold",0115472,828
Joe's Apartment (1996),John Payson,"Jerry O'Connell, Megan Ward, Billy West, Reginald Hudlin, Sandra 'Pepa' Denton, Robert Vaughn, Don Ho, Shiek Mahmud-Bey, Vincent Pastore, Moby, Dave Chappelle, Godfrey, Tim Blake Nelson, B.D. Wong",0116707,829
High School High (1996),Hart Bochner,"Jon Lovitz, Mekhi Phifer, Tia Carrere, Louise Fletcher",0116531,833
Foxfire (1996),Annette Haywood-Carter,"Hedy Burress, Angelina Jolie, Jenny Lewis, Jenny Shimizu, Peter Facinelli, Elden Henson, Cathy Moriarty, John Diehl, Chris Mulkey, Ever Carradine, Joel Moore",0116353,835
Chain Reaction (1996),Andrew Davis,"Morgan Freeman, Keanu Reeves, Fred Ward, Rachel Weisz",0115857,836
"Eyes Without a Face (Yeux sans visage, Les) (1959)",Georges Franju,"Pierre Brasseur, Edith Scob, Alida Valli, François Guérin",0053459,841
